path	line	matched_text	classification	reason	recommended_action
docs/governance/s12-sprint-release-structure-residual-matches.tsv	195	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	196	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	197	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	198	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	199	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	200	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	201	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	202	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	203	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	204	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	205	每个 Release	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	206	每个 Sprint	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	207	必须更新	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	208	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	209	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	210	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	211	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	212	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	213	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	214	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	215	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	216	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	217	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	218	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	219	每个 Sprint	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	220	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	221	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	222	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	223	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	224	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	225	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	226	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	227	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	228	每个 Sprint	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	229	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	230	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	231	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	232	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	233	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	234	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	235	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	236	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	237	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	238	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	239	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	240	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	241	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	242	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	243	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	244	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	245	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	246	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	247	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	248	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	249	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	250	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	251	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	252	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	253	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	254	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	255	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	256	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	257	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	258	Release Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	259	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	260	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	261	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	262	Release Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	263	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	264	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	265	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	266	Release Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	267	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	268	Release Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	269	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	270	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	271	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	272	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	273	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	274	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	275	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	276	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	277	Release Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	278	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	279	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	280	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	281	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	282	每个 Sprint	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	283	每个 Release	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	284	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	285	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	286	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	287	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	288	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	289	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	290	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	291	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	292	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	293	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	294	Release Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	295	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	296	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	297	Release Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	298	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	299	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	300	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	301	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	302	每个 Release	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	303	Release Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	304	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	305	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	306	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	307	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	308	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	309	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	310	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	311	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	312	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	313	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	314	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	315	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	316	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	317	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	318	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	319	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	320	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	321	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	322	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	323	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	324	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	325	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	326	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	327	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	328	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	329	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	330	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	331	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	332	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	333	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	334	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	335	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	336	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	337	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	338	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	339	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	340	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	341	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	342	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	343	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	344	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	345	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	346	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	347	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	348	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	349	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	350	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	351	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	352	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	353	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	354	每个 Release	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	355	每个 Sprint	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	356	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	357	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	358	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	359	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	360	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	361	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	362	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	363	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	364	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	365	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	366	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	367	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	368	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	369	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	370	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	371	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	372	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	373	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	374	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	375	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	376	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	377	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	378	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	379	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	380	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	381	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	382	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	383	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	384	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	385	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	386	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	387	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	388	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	389	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	390	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	391	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	392	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	393	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	394	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	395	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	396	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	397	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	398	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	399	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	400	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	401	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	402	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	403	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	404	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	405	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	406	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	407	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	408	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	409	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	410	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	411	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	412	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	413	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	414	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	415	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	416	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	417	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	418	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	419	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	420	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	421	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	422	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	423	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	424	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	425	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	426	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	427	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	428	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	429	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	430	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	431	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	432	release-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	433	Sprint Backlog	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	434	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	435	全局索引	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	436	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	437	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	438	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	439	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	440	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	441	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	442	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	443	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	444	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	445	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	446	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	447	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	448	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	449	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	450	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	451	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	452	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	453	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	454	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	455	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	456	sprint-backlog.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	457	sprint-plan.md	D	审计材料自身	无需修改
docs/governance/s12-sprint-release-structure-residual-matches.tsv	458	release-plan.md	D	审计材料自身	无需修改
